Transaction_ID,Customer_ID,Date,Type,Category,Merchant,Amount,Balance,Fraud_Flag
TXN00941,CUST116,2025-03-04 09:09:00,Debit,Entertainment,Amazon,91.1,8579.63,0
TXN00942,CUST111,2025-03-04 10:45:00,Debit,Shopping,Uber,22.67,8831.74,0
TXN00943,CUST114,2025-03-04 12:20:00,Debit,Shopping,Amazon,55.05,5298.78,0
TXN00944,CUST100,2025-03-04 13:56:00,Debit,Shopping,Walmart,29.95,7334.73,0
TXN00945,CUST113,2025-03-04 15:32:00,Debit,Food,Stripe Vendor,211.58,19412.3,0
TXN00946,CUST105,2025-03-04 17:07:00,Credit,Transport,City Utilities,300.47,21283.95,0
TXN00947,CUST104,2025-03-04 18:43:00,Debit,Health,Local Shell Gas,97.38,1956.51,0
TXN00948,CUST110,2025-03-04 20:18:00,Credit,Entertainment,Netflix,161.13,12964.57,0
TXN00949,CUST103,2025-03-04 21:54:00,Credit,Health,Netflix,20.54,24641.28,0
TXN00950,CUST112,2025-03-04 23:29:00,Debit,Food,Costco,117.54,6909.32,0
TXN00951,CUST110,2025-03-05 01:05:00,Debit,Entertainment,Uber,150.6,12813.97,0
TXN00952,CUST102,2025-03-05 02:41:00,Credit,Health,Netflix,77.35,1302.52,0
TXN00953,CUST100,2025-03-05 04:16:00,Credit,Food,Walmart,38.45,7373.18,0
TXN00954,CUST105,2025-03-05 05:52:00,Credit,Food,Starbucks,256.83,21540.78,0
TXN00955,CUST117,2025-03-05 07:27:00,Debit,Food,Stripe Vendor,168.0,7708.09,0
TXN00956,CUST123,2025-03-05 09:03:00,Credit,Entertainment,Netflix,281.14,21624.47,0
TXN00957,CUST109,2025-03-05 10:38:00,Credit,Health,Starbucks,209.72,4972.29,0
TXN00958,CUST104,2025-03-05 12:14:00,Debit,Health,Netflix,562.2,1394.31,0
TXN00959,CUST122,2025-03-05 13:49:00,Debit,Bills,Walmart,30.61,10581.49,0
TXN00960,CUST109,2025-03-05 15:25:00,Debit,Food,Starbucks,15.89,4956.4,0
TXN00961,CUST111,2025-03-05 17:01:00,Credit,Shopping,Target,54.32,8886.06,0
TXN00962,CUST101,2025-03-05 18:36:00,Debit,Transport,Netflix,21.57,12119.12,0
TXN00963,CUST112,2025-03-05 20:12:00,Debit,Bills,Target,93.86,6815.46,0
TXN00964,CUST107,2025-03-05 21:47:00,Debit,Bills,Costco,125.3,15557.64,0
TXN00965,CUST101,2025-03-05 23:23:00,Debit,Entertainment,Uber,108.61,12010.51,0
TXN00966,CUST119,2025-03-06 00:58:00,Debit,Bills,Walmart,41.01,14894.41,0
TXN00967,CUST100,2025-03-06 02:34:00,Credit,Health,Local Shell Gas,292.4,7665.58,0
TXN00968,CUST104,2025-03-06 04:10:00,Debit,Entertainment,Walmart,7.57,1386.74,0
TXN00969,CUST108,2025-03-06 05:45:00,Debit,Entertainment,City Utilities,56.33,15088.16,0
TXN00970,CUST116,2025-03-06 07:21:00,Debit,Shopping,Local Shell Gas,157.32,8422.31,0
TXN00971,CUST108,2025-03-06 08:56:00,Credit,Food,City Utilities,179.77,15267.93,0
TXN00972,CUST110,2025-03-06 10:32:00,Credit,Bills,Starbucks,69.57,12883.54,0
TXN00973,CUST114,2025-03-06 12:07:00,Debit,Food,Costco,7.05,5291.73,0
TXN00974,CUST123,2025-03-06 13:43:00,Credit,Food,Starbucks,120.49,21744.96,0
TXN00975,CUST105,2025-03-06 15:18:00,Credit,Food,Netflix,12.82,21553.6,0
TXN00976,CUST122,2025-03-06 16:54:00,Debit,Entertainment,Uber,18.7,10562.79,0
TXN00977,CUST102,2025-03-06 18:30:00,Debit,Food,Walmart,131.06,1171.46,0
TXN00978,CUST116,2025-03-06 20:05:00,Debit,Bills,Amazon,49.96,8372.35,0
TXN00979,CUST104,2025-03-06 21:41:00,Debit,Entertainment,Walmart,56.33,1330.41,0
TXN00980,CUST111,2025-03-06 23:16:00,Debit,Bills,Walmart,85.05,8801.01,0
TXN00981,CUST117,2025-03-07 00:52:00,Credit,Entertainment,Local Shell Gas,466.2,8174.29,0
TXN00982,CUST113,2025-03-07 02:27:00,Credit,Transport,Stripe Vendor,408.81,19821.11,0
TXN00983,CUST120,2025-03-07 04:03:00,Debit,Transport,Amazon,69.6,11647.59,0
TXN00984,CUST123,2025-03-07 05:39:00,Debit,Transport,Netflix,42.03,21702.93,0
TXN00985,CUST110,2025-03-07 07:14:00,Debit,Transport,City Utilities,48.25,12835.29,0
TXN00986,CUST108,2025-03-07 08:50:00,Credit,Entertainment,Target,42.57,15310.5,0
TXN00987,CUST101,2025-03-07 10:25:00,Debit,Food,City Utilities,96.18,11914.33,0
TXN00988,CUST111,2025-03-07 12:01:00,Debit,Shopping,Uber,117.03,8683.98,0
TXN00989,CUST102,2025-03-07 13:36:00,Debit,Health,Costco,85.51,1085.95,0
TXN00990,CUST102,2025-03-07 15:12:00,Debit,Shopping,Uber,67.91,1018.04,0
TXN00991,CUST100,2025-03-07 16:48:00,Debit,Transport,Costco,33.48,7632.1,0
TXN00992,CUST107,2025-03-07 18:23:00,Debit,Food,Walmart,84.05,15473.59,0
TXN00993,CUST121,2025-03-07 19:59:00,Debit,Bills,Local Shell Gas,55.06,11689.52,0
TXN00994,CUST107,2025-03-07 21:34:00,Credit,Food,Netflix,98.6,15572.19,0
TXN00995,CUST110,2025-03-07 23:10:00,Debit,Bills,Stripe Vendor,139.94,12695.35,0
TXN00996,CUST108,2025-03-08 00:45:00,Debit,Shopping,Uber,125.39,15185.11,0
TXN00997,CUST104,2025-03-08 02:21:00,Credit,Food,Local Shell Gas,79.5,1409.91,0
TXN00998,CUST113,2025-03-08 03:56:00,Debit,Food,City Utilities,102.45,19718.66,0
TXN00999,CUST102,2025-03-08 05:32:00,Debit,Health,Stripe Vendor,45.23,972.81,0
TXN01000,CUST120,2025-03-08 07:08:00,Credit,Shopping,Starbucks,7.94,11655.53,0
TXN01001,CUST104,2025-03-08 08:43:00,Debit,Food,Walmart,122.71,1287.2,0
TXN01002,CUST104,2025-03-08 10:19:00,Credit,Bills,Amazon,39.93,1327.13,0
TXN01003,CUST118,2025-03-08 11:54:00,Debit,Food,Amazon,137.66,15722.59,0
TXN01004,CUST113,2025-03-08 13:30:00,Debit,Bills,Target,169.93,19548.73,0
TXN01005,CUST103,2025-03-08 15:05:00,Debit,Transport,Walmart,302.13,24339.15,0
TXN01006,CUST124,2025-03-08 16:41:00,Debit,Food,Target,385.76,8927.73,0
TXN01007,CUST112,2025-03-08 18:17:00,Debit,Bills,Amazon,6.27,6809.19,0
TXN01008,CUST109,2025-03-08 19:52:00,Debit,Shopping,Netflix,562.2,4394.2,0
TXN01009,CUST124,2025-03-08 21:28:00,Credit,Transport,City Utilities,142.87,9070.6,0
TXN01010,CUST117,2025-03-08 23:03:00,Debit,Food,Netflix,128.78,8045.51,0
TXN01011,CUST107,2025-03-09 00:39:00,Credit,Health,Local Shell Gas,6.84,15579.03,0
TXN01012,CUST107,2025-03-09 02:14:00,Debit,Bills,City Utilities,242.0,15337.03,0
TXN01013,CUST106,2025-03-09 03:50:00,Debit,Health,Amazon,23.87,9519.59,0
TXN01014,CUST107,2025-03-09 05:25:00,Credit,Food,Target,222.92,15559.95,0
TXN01015,CUST113,2025-03-09 07:01:00,Debit,Bills,Walmart,6.88,19541.85,0
TXN01016,CUST118,2025-03-09 08:37:00,Credit,Food,Walmart,129.6,15852.19,0
TXN01017,CUST105,2025-03-09 10:12:00,Credit,Transport,Costco,73.47,21627.07,0
TXN01018,CUST100,2025-03-09 11:48:00,Debit,Transport,Stripe Vendor,31.89,7600.21,0
TXN01019,CUST122,2025-03-09 13:23:00,Credit,Food,Starbucks,18.66,10581.45,0
TXN01020,CUST114,2025-03-09 14:59:00,Credit,Food,Amazon,74.61,5366.34,0
TXN01021,CUST100,2025-03-09 16:34:00,Credit,Entertainment,Amazon,20.79,7621.0,0
TXN01022,CUST124,2025-03-09 18:10:00,Debit,Food,Target,84.97,8985.63,0
TXN01023,CUST116,2025-03-09 19:46:00,Credit,Food,Costco,122.77,8495.12,0
TXN01024,CUST100,2025-03-09 21:21:00,Debit,Health,Uber,215.8,7405.2,0
TXN01025,CUST114,2025-03-09 22:57:00,Credit,Health,Stripe Vendor,141.23,5507.57,0
TXN01026,CUST122,2025-03-10 00:32:00,Debit,Transport,Netflix,13.09,10568.36,0
TXN01027,CUST101,2025-03-10 02:08:00,Debit,Health,Netflix,49.08,11865.25,0
TXN01028,CUST113,2025-03-10 03:43:00,Credit,Food,Uber,45.76,19587.61,0
TXN01029,CUST120,2025-03-10 05:19:00,Debit,Shopping,Costco,300.86,11354.67,0
TXN01030,CUST107,2025-03-10 06:54:00,Debit,Food,Stripe Vendor,247.8,15312.15,0
TXN01031,CUST107,2025-03-10 08:30:00,Debit,Entertainment,Amazon,60.47,15251.68,0
TXN01032,CUST118,2025-03-10 10:06:00,Debit,Bills,Walmart,13.86,15838.33,0
TXN01033,CUST106,2025-03-10 11:41:00,Credit,Transport,Amazon,274.44,9794.03,0
TXN01034,CUST118,2025-03-10 13:17:00,Debit,Health,Netflix,267.91,15570.42,0
TXN01035,CUST105,2025-03-10 14:52:00,Debit,Shopping,City Utilities,236.51,21390.56,0
TXN01036,CUST105,2025-03-10 16:28:00,Debit,Bills,Target,228.78,21161.78,0
TXN01037,CUST102,2025-03-10 18:03:00,Debit,Shopping,Target,83.53,889.28,0
TXN01038,CUST106,2025-03-10 19:39:00,Debit,Transport,Starbucks,28.44,9765.59,0
TXN01039,CUST118,2025-03-10 21:15:00,Debit,Health,Local Shell Gas,82.89,15487.53,0
TXN01040,CUST107,2025-03-10 22:50:00,Credit,Entertainment,Netflix,86.89,15338.57,0
TXN01041,CUST109,2025-03-11 00:26:00,Credit,Transport,Costco,85.79,4479.99,0
TXN01042,CUST119,2025-03-11 02:01:00,Credit,Shopping,Target,97.86,14992.27,0
TXN01043,CUST114,2025-03-11 03:37:00,Debit,Shopping,City Utilities,40.75,5466.82,0
TXN01044,CUST114,2025-03-11 05:12:00,Debit,Transport,Amazon,59.73,5407.09,0
TXN01045,CUST100,2025-03-11 06:48:00,Debit,Food,Starbucks,73.34,7331.86,0
TXN01046,CUST119,2025-03-11 08:24:00,Debit,Transport,Walmart,21.87,14970.4,0
TXN01047,CUST106,2025-03-11 09:59:00,Debit,Health,Netflix,77.92,9687.67,0
TXN01048,CUST103,2025-03-11 11:35:00,Debit,Health,Local Shell Gas,204.58,24134.57,0
TXN01049,CUST105,2025-03-11 13:10:00,Debit,Entertainment,Costco,216.27,20945.51,0
TXN01050,CUST124,2025-03-11 14:46:00,Debit,Transport,Starbucks,68.63,8917.0,0
TXN01051,CUST100,2025-03-11 16:21:00,Debit,Bills,Walmart,92.78,7239.08,0
TXN01052,CUST104,2025-03-11 17:57:00,Debit,Health,Local Shell Gas,9.11,1318.02,0
TXN01053,CUST122,2025-03-11 19:32:00,Debit,Health,Local Shell Gas,139.66,10428.7,0
TXN01054,CUST100,2025-03-11 21:08:00,Debit,Health,Starbucks,67.22,7171.86,0
TXN01055,CUST103,2025-03-11 22:44:00,Debit,Food,Amazon,75.76,24058.81,0
TXN01056,CUST121,2025-03-12 00:19:00,Debit,Bills,Costco,253.27,11436.25,0
TXN01057,CUST101,2025-03-12 01:55:00,Debit,Transport,Uber,79.35,11785.9,0
TXN01058,CUST109,2025-03-12 03:30:00,Credit,Food,Local Shell Gas,7.57,4487.56,0
TXN01059,CUST104,2025-03-12 05:06:00,Debit,Health,Target,35.97,1282.05,0
TXN01060,CUST109,2025-03-12 06:41:00,Credit,Bills,Uber,82.46,4570.02,0
TXN01061,CUST100,2025-03-12 08:17:00,Debit,Bills,City Utilities,71.28,7100.58,0
TXN01062,CUST121,2025-03-12 09:53:00,Debit,Food,Starbucks,241.25,11195.0,0
TXN01063,CUST105,2025-03-12 11:28:00,Debit,Health,Local Shell Gas,98.74,20846.77,0
TXN01064,CUST112,2025-03-12 13:04:00,Credit,Food,Target,145.4,6954.59,0
TXN01065,CUST114,2025-03-12 14:39:00,Debit,Shopping,City Utilities,81.03,5326.06,0
TXN01066,CUST103,2025-03-12 16:15:00,Debit,Health,Uber,74.5,23984.31,0
TXN01067,CUST112,2025-03-12 17:50:00,Credit,Food,Walmart,75.93,7030.52,0
TXN01068,CUST123,2025-03-12 19:26:00,Debit,Transport,Netflix,68.5,21634.43,0
TXN01069,CUST119,2025-03-12 21:01:00,Debit,Health,Uber,97.81,14872.59,0
TXN01070,CUST123,2025-03-12 22:37:00,Debit,Entertainment,Netflix,39.59,21594.84,0
TXN01071,CUST114,2025-03-13 00:13:00,Credit,Health,Target,271.03,5597.09,0
TXN01072,CUST107,2025-03-13 01:48:00,Debit,Shopping,Local Shell Gas,53.61,15284.96,0
TXN01073,CUST104,2025-03-13 03:24:00,Debit,Food,Netflix,24.15,1257.9,0
TXN01074,CUST114,2025-03-13 04:59:00,Debit,Entertainment,Starbucks,17.18,5579.91,0
TXN01075,CUST103,2025-03-13 06:35:00,Debit,Shopping,Target,6.62,23977.69,0
TXN01076,CUST111,2025-03-13 08:10:00,Credit,Transport,Local Shell Gas,70.96,8754.94,0
TXN01077,CUST112,2025-03-13 09:46:00,Credit,Health,Target,29.93,7060.45,0
TXN01078,CUST101,2025-03-13 11:22:00,Credit,Entertainment,Uber,7.63,11793.53,0
TXN01079,CUST118,2025-03-13 12:57:00,Debit,Food,Target,93.08,15394.45,0
TXN01080,CUST118,2025-03-13 14:33:00,Credit,Food,Uber,141.72,15536.17,0
TXN01081,CUST103,2025-03-13 16:08:00,Credit,Transport,Starbucks,15.76,23993.45,0
TXN01082,CUST103,2025-03-13 17:44:00,Debit,Shopping,Costco,79.15,23914.3,0
TXN01083,CUST110,2025-03-13 19:19:00,Credit,Entertainment,Starbucks,168.34,12863.69,0
TXN01084,CUST104,2025-03-13 20:55:00,Credit,Transport,City Utilities,515.6,1773.5,0
TXN01085,CUST119,2025-03-13 22:30:00,Debit,Shopping,Uber,137.02,14735.57,0
TXN01086,CUST110,2025-03-14 00:06:00,Credit,Bills,Local Shell Gas,38.7,12902.39,0
TXN01087,CUST109,2025-03-14 01:42:00,Debit,Bills,Stripe Vendor,156.29,4413.73,0
TXN01088,CUST107,2025-03-14 03:17:00,Debit,Shopping,Costco,114.34,15170.62,0
TXN01089,CUST105,2025-03-14 04:53:00,Debit,Food,Starbucks,33.56,20813.21,0
TXN01090,CUST105,2025-03-14 06:28:00,Debit,Food,Stripe Vendor,233.55,20579.66,0
TXN01091,CUST107,2025-03-14 08:04:00,Debit,Bills,Walmart,71.91,15098.71,0
TXN01092,CUST122,2025-03-14 09:39:00,Debit,Food,Stripe Vendor,397.35,10031.35,0
TXN01093,CUST114,2025-03-14 11:15:00,Debit,Food,City Utilities,159.01,5420.9,0
TXN01094,CUST113,2025-03-14 12:51:00,Debit,Shopping,City Utilities,129.13,19458.48,0
TXN01095,CUST110,2025-03-14 14:26:00,Debit,Health,Starbucks,161.39,12741.0,0
TXN01096,CUST111,2025-03-14 16:02:00,Debit,Shopping,Stripe Vendor,83.03,8671.91,0
TXN01097,CUST112,2025-03-14 17:37:00,Debit,Food,Netflix,89.44,6971.01,0
TXN01098,CUST107,2025-03-14 19:13:00,Credit,Shopping,Local Shell Gas,233.62,15332.33,0
TXN01099,CUST117,2025-03-14 20:48:00,Credit,Entertainment,Walmart,142.08,8187.59,0
TXN01100,CUST124,2025-03-14 22:24:00,Credit,Bills,Uber,278.05,9195.05,0
TXN01101,CUST100,2025-03-15 00:00:00,Debit,Health,Amazon,270.78,6829.8,0
TXN01102,CUST114,2025-03-15 01:35:00,Debit,Entertainment,Netflix,455.04,4965.86,0
TXN01103,CUST107,2025-03-15 03:11:00,Debit,Entertainment,Walmart,149.56,15182.77,0
TXN01104,CUST110,2025-03-15 04:46:00,Debit,Food,Walmart,88.73,12652.27,0
TXN01105,CUST111,2025-03-15 06:22:00,Debit,Food,Amazon,26.83,8645.08,0
TXN01106,CUST111,2025-03-15 07:57:00,Credit,Entertainment,City Utilities,151.65,8796.73,0
TXN01107,CUST103,2025-03-15 09:33:00,Credit,Entertainment,Walmart,46.37,23960.67,0
TXN01108,CUST115,2025-03-15 11:08:00,Debit,Transport,Netflix,44.91,16371.8,0
TXN01109,CUST103,2025-03-15 12:44:00,Debit,Transport,Starbucks,37.66,23923.01,0
TXN01110,CUST104,2025-03-15 14:20:00,Debit,Bills,Target,254.65,1518.85,0
TXN01111,CUST123,2025-03-15 15:55:00,Debit,Entertainment,Target,247.96,21346.88,0
TXN01112,CUST104,2025-03-15 17:31:00,Credit,Shopping,Target,124.63,1643.48,0
TXN01113,CUST107,2025-03-15 19:06:00,Debit,Health,Netflix,81.86,15100.91,0
TXN01114,CUST109,2025-03-15 20:42:00,Debit,Transport,Local Shell Gas,138.81,4274.92,0
TXN01115,CUST116,2025-03-15 22:17:00,Credit,Food,Uber,117.14,8612.26,0
TXN01116,CUST108,2025-03-15 23:53:00,Debit,Entertainment,Amazon,69.49,15115.62,0
TXN01117,CUST121,2025-03-16 01:29:00,Debit,Shopping,Costco,62.29,11132.71,0
TXN01118,CUST118,2025-03-16 03:04:00,Debit,Health,City Utilities,62.91,15473.26,0
TXN01119,CUST113,2025-03-16 04:40:00,Debit,Shopping,Target,111.74,19346.74,0
TXN01120,CUST107,2025-03-16 06:15:00,Debit,Shopping,Stripe Vendor,130.18,14970.73,0
TXN01121,CUST108,2025-03-16 07:51:00,Credit,Food,City Utilities,77.12,15192.74,0
TXN01122,CUST121,2025-03-16 09:26:00,Debit,Transport,Netflix,420.66,10712.05,0
TXN01123,CUST110,2025-03-16 11:02:00,Debit,Shopping,Local Shell Gas,15.51,12636.76,0
TXN01124,CUST122,2025-03-16 12:37:00,Credit,Health,Local Shell Gas,56.15,10087.5,0
TXN01125,CUST100,2025-03-16 14:13:00,Credit,Transport,Target,70.18,6899.98,0
TXN01126,CUST113,2025-03-16 15:49:00,Debit,Bills,Stripe Vendor,7.05,19339.69,0
TXN01127,CUST104,2025-03-16 17:24:00,Debit,Food,Costco,59.49,1583.99,0
TXN01128,CUST120,2025-03-16 19:00:00,Credit,Transport,Target,43.38,11398.05,0
TXN01129,CUST113,2025-03-16 20:35:00,Debit,Transport,Amazon,89.64,19250.05,0
TXN01130,CUST103,2025-03-16 22:11:00,Debit,Shopping,City Utilities,54.21,23868.8,0
TXN01131,CUST121,2025-03-16 23:46:00,Credit,Health,Starbucks,160.44,10872.49,0
TXN01132,CUST122,2025-03-17 01:22:00,Credit,Shopping,City Utilities,90.59,10178.09,0
TXN01133,CUST124,2025-03-17 02:58:00,Debit,Health,Stripe Vendor,21.68,9173.37,0
TXN01134,CUST100,2025-03-17 04:33:00,Credit,Food,Target,171.38,7071.36,0
TXN01135,CUST121,2025-03-17 06:09:00,Debit,Transport,Amazon,17.54,10854.95,0
TXN01136,CUST122,2025-03-17 07:44:00,Credit,Entertainment,Stripe Vendor,224.2,10402.29,0
TXN01137,CUST118,2025-03-17 09:20:00,Debit,Health,Uber,326.57,15146.69,0
TXN01138,CUST107,2025-03-17 10:55:00,Debit,Health,Stripe Vendor,51.71,14919.02,0
TXN01139,CUST114,2025-03-17 12:31:00,Debit,Shopping,Netflix,317.67,4648.19,0
TXN01140,CUST120,2025-03-17 14:06:00,Debit,Shopping,Stripe Vendor,194.01,11204.04,0
TXN01141,CUST114,2025-03-17 15:42:00,Debit,Bills,Costco,311.8,4336.39,0
TXN01142,CUST108,2025-03-17 17:18:00,Debit,Health,Target,136.69,15056.05,0
TXN01143,CUST120,2025-03-17 18:53:00,Debit,Food,Netflix,37.25,11166.79,0
TXN01144,CUST108,2025-03-17 20:29:00,Credit,Transport,Stripe Vendor,274.91,15330.96,0
TXN01145,CUST109,2025-03-17 22:04:00,Debit,Transport,Netflix,29.44,4245.48,0
TXN01146,CUST119,2025-03-17 23:40:00,Credit,Transport,Amazon,33.75,14769.32,0
TXN01147,CUST124,2025-03-18 01:15:00,Debit,Health,Starbucks,42.94,9130.43,0
TXN01148,CUST120,2025-03-18 02:51:00,Debit,Shopping,Netflix,48.53,11118.26,0
TXN01149,CUST108,2025-03-18 04:27:00,Debit,Food,City Utilities,91.7,15239.26,0
TXN01150,CUST102,2025-03-18 06:02:00,Credit,Transport,Uber,154.98,1044.26,0
TXN01151,CUST119,2025-03-18 07:38:00,Debit,Health,Local Shell Gas,317.78,14451.54,0
TXN01152,CUST124,2025-03-18 09:13:00,Debit,Entertainment,Uber,16.11,9114.32,0
TXN01153,CUST110,2025-03-18 10:49:00,Debit,Bills,Stripe Vendor,375.46,12261.3,0
TXN01154,CUST105,2025-03-18 12:24:00,Debit,Bills,Starbucks,310.09,20269.57,0
TXN01155,CUST101,2025-03-18 14:00:00,Credit,Transport,Uber,11.66,11805.19,0
TXN01156,CUST106,2025-03-18 15:36:00,Debit,Shopping,Local Shell Gas,58.61,9629.06,0
TXN01157,CUST117,2025-03-18 17:11:00,Debit,Bills,Costco,206.29,7981.3,0
TXN01158,CUST101,2025-03-18 18:47:00,Debit,Bills,Costco,118.48,11686.71,0
TXN01159,CUST116,2025-03-18 20:22:00,Debit,Bills,Starbucks,186.2,8426.06,0
TXN01160,CUST110,2025-03-18 21:58:00,Credit,Bills,Local Shell Gas,157.34,12418.64,0
TXN01161,CUST111,2025-03-18 23:33:00,Credit,Transport,Local Shell Gas,87.4,8884.13,0
TXN01162,CUST118,2025-03-19 01:09:00,Debit,Health,Amazon,10.05,15136.64,0
TXN01163,CUST121,2025-03-19 02:44:00,Credit,Food,Walmart,110.33,10965.28,0
TXN01164,CUST123,2025-03-19 04:20:00,Debit,Food,Netflix,10.97,21335.91,0
TXN01165,CUST124,2025-03-19 05:56:00,Debit,Shopping,Starbucks,116.08,8998.24,0
TXN01166,CUST106,2025-03-19 07:31:00,Credit,Health,Target,198.38,9827.44,0
TXN01167,CUST119,2025-03-19 09:07:00,Debit,Entertainment,Amazon,110.53,14341.01,0
TXN01168,CUST105,2025-03-19 10:42:00,Credit,Food,Costco,702.97,20972.54,0
TXN01169,CUST120,2025-03-19 12:18:00,Debit,Entertainment,Amazon,78.03,11040.23,0
TXN01170,CUST123,2025-03-19 13:53:00,Credit,Food,Stripe Vendor,170.79,21506.7,0
TXN01171,CUST100,2025-03-19 15:29:00,Credit,Food,Netflix,137.03,7208.39,0
TXN01172,CUST116,2025-03-19 17:05:00,Debit,Shopping,Target,576.16,7849.9,0
TXN01173,CUST110,2025-03-19 18:40:00,Debit,Bills,Starbucks,154.88,12263.76,0
TXN01174,CUST121,2025-03-19 20:16:00,Debit,Shopping,Stripe Vendor,26.5,10938.78,0
TXN01175,CUST117,2025-03-19 21:51:00,Debit,Food,Walmart,378.52,7602.78,0
TXN01176,CUST120,2025-03-19 23:27:00,Debit,Health,Target,137.23,10903.0,0
TXN01177,CUST116,2025-03-20 01:02:00,Debit,Bills,Local Shell Gas,12.34,7837.56,0
TXN01178,CUST106,2025-03-20 02:38:00,Debit,Health,Target,133.6,9693.84,0
TXN01179,CUST116,2025-03-20 04:13:00,Debit,Health,Amazon,262.59,7574.97,0
TXN01180,CUST119,2025-03-20 05:49:00,Debit,Health,City Utilities,108.26,14232.75,0
TXN01181,CUST108,2025-03-20 07:25:00,Debit,Bills,Stripe Vendor,57.44,15181.82,0
TXN01182,CUST116,2025-03-20 09:00:00,Debit,Health,Amazon,211.38,7363.59,0
TXN01183,CUST119,2025-03-20 10:36:00,Debit,Bills,Local Shell Gas,188.07,14044.68,0
TXN01184,CUST121,2025-03-20 12:11:00,Debit,Entertainment,Costco,99.28,10839.5,0
TXN01185,CUST121,2025-03-20 13:47:00,Debit,Food,Amazon,25.12,10814.38,0
TXN01186,CUST107,2025-03-20 15:22:00,Debit,Transport,Target,39.68,14879.34,0
TXN01187,CUST116,2025-03-20 16:58:00,Credit,Health,Walmart,165.95,7529.54,0
TXN01188,CUST106,2025-03-20 18:34:00,Debit,Shopping,Target,201.84,9492.0,0
TXN01189,CUST100,2025-03-20 20:09:00,Credit,Entertainment,Target,44.3,7252.69,0
TXN01190,CUST112,2025-03-20 21:45:00,Debit,Shopping,Stripe Vendor,60.06,6910.95,0
TXN01191,CUST122,2025-03-20 23:20:00,Credit,Transport,Starbucks,14.7,10416.99,0
TXN01192,CUST118,2025-03-21 00:56:00,Debit,Bills,Netflix,154.99,14981.65,0
TXN01193,CUST123,2025-03-21 02:31:00,Credit,Transport,Target,5.43,21512.13,0
TXN01194,CUST118,2025-03-21 04:07:00,Credit,Shopping,Target,10.72,14992.37,0
TXN01195,CUST116,2025-03-21 05:42:00,Debit,Transport,Netflix,5.52,7524.02,0
TXN01196,CUST112,2025-03-21 07:18:00,Debit,Food,Walmart,129.38,6781.57,0
TXN01197,CUST115,2025-03-21 08:54:00,Credit,Transport,Stripe Vendor,69.83,16441.63,0
TXN01198,CUST107,2025-03-21 10:29:00,Debit,Health,Costco,47.38,14831.96,0
TXN01199,CUST118,2025-03-21 12:05:00,Debit,Food,Local Shell Gas,297.61,14694.76,0
TXN01200,CUST117,2025-03-21 13:40:00,Credit,Health,Local Shell Gas,30.7,7633.48,0
TXN01201,CUST100,2025-03-21 15:16:00,Credit,Transport,Amazon,16214.91,-8898.03,1
TXN01202,CUST113,2025-03-21 16:51:00,Debit,Food,Stripe Vendor,343.23,18906.82,0
TXN01203,CUST118,2025-03-21 18:27:00,Debit,Food,City Utilities,71.85,14622.91,0
TXN01204,CUST114,2025-03-21 20:03:00,Credit,Transport,Costco,102.08,4438.47,0
TXN01205,CUST117,2025-03-21 21:38:00,Debit,Entertainment,Local Shell Gas,15.05,7618.43,0
TXN01206,CUST101,2025-03-21 23:14:00,Debit,Bills,City Utilities,192.37,11494.34,0
TXN01207,CUST121,2025-03-22 00:49:00,Debit,Bills,Starbucks,70.94,10743.44,0
TXN01208,CUST116,2025-03-22 02:25:00,Debit,Bills,City Utilities,198.44,7325.58,0
TXN01209,CUST117,2025-03-22 04:00:00,Debit,Food,City Utilities,40.13,7578.3,0
TXN01210,CUST105,2025-03-22 05:36:00,Debit,Bills,Costco,70.88,20901.66,0
TXN01211,CUST118,2025-03-22 07:12:00,Debit,Food,Starbucks,190.32,14432.59,0
TXN01212,CUST103,2025-03-22 08:47:00,Debit,Entertainment,City Utilities,442.4,23426.4,0
TXN01213,CUST100,2025-03-22 10:23:00,Debit,Transport,Netflix,12.38,7304.5,0
TXN01214,CUST107,2025-03-22 11:58:00,Debit,Transport,Uber,205.85,14626.11,0
TXN01215,CUST122,2025-03-22 13:34:00,Credit,Food,Target,47.92,10464.91,0
TXN01216,CUST106,2025-03-22 15:09:00,Debit,Food,Walmart,101.02,9390.98,0
TXN01217,CUST102,2025-03-22 16:45:00,Debit,Entertainment,Target,46.11,998.15,0
TXN01218,CUST109,2025-03-22 18:20:00,Debit,Bills,Amazon,119.06,4126.42,0
TXN01219,CUST109,2025-03-22 19:56:00,Debit,Entertainment,City Utilities,57.4,4069.02,0
TXN01220,CUST118,2025-03-22 21:32:00,Debit,Transport,Local Shell Gas,53.71,14378.88,0
TXN01221,CUST113,2025-03-22 23:07:00,Credit,Transport,Stripe Vendor,9.64,18916.46,0
TXN01222,CUST101,2025-03-23 00:43:00,Debit,Health,Amazon,24.07,11470.27,0
TXN01223,CUST100,2025-03-23 02:18:00,Debit,Bills,Costco,303.78,7000.72,0
TXN01224,CUST122,2025-03-23 03:54:00,Credit,Transport,Stripe Vendor,768.67,11233.58,0
TXN01225,CUST122,2025-03-23 05:29:00,Credit,Health,Stripe Vendor,186.98,11420.56,0
TXN01226,CUST117,2025-03-23 07:05:00,Debit,Food,Costco,45.56,7532.74,0
TXN01227,CUST106,2025-03-23 08:41:00,Credit,Transport,Netflix,66.79,9457.77,0
